"Denver_Building_Id","Compliance_Status","Property_Name","Street","Zipcode","Year_Built","Address_Source","Address_Type","Master_Property_Type","Primary_Property_Type___EPA_Calculated","Assessor_Sector","Government_Type","Master_Sq_Ft","Reported_for_Year","ENERGY_STAR_Score","Site_Energy_Use__kBtu_","Site_EUI__kBtu_sq_ft_","Weather_Normalized_Site_Energy_Use","Weather_Normalized_Site_EUI__kBtu_sq_ft_","Electricity_use_Grid_Purchase_and_Onsite","Electricity_Use___Grid_Purchase__kWh_","Electricity_Use_Onsite_Renewable__kWh_","Green_Power___Offsite__kWh_","Green_Power___Onsite__kWh_","Natural_Gas_Use__kBtu_","District_Steam_Use__kBtu_","District_Chilled_Water_use__kBtu_","Total_GHG_Emissions__Metric_Tons_C02e_","ENERGY_STAR_Certification_Year_s__Cert","Recent_Energy_Star_Certification"
5732,In Compliance,Maxwell Elementary,14390 East Bolling Drive,80239,1998,Portfolio Manager,Building,K-12 School,K-12 School,Industrial,DPS,66812,2020-12-31,71,3840500,57.5,3955224,59.2,370311,370311,0,0,0,2577000,0,0,352.2,0,0
3884,In Compliance,Gust Elementary,3440 West Yale Avenue,80219,1955,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,73744,2020-12-31,38,6380221,86.5,7005686,95,213429,213429,0,0,0,5652000,0,0,424.3,0,0
3866,In Compliance,Doull Elementary,2520 South Utica Street,80219,1955,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,74210,2020-12-31,43,6434200,86.7,7119727,95.9,173857,173857,0,0,0,5841000,0,0,411.3,0,0
2824,In Compliance,Traylor,2900 South Ivan Way,80227,1968,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,67803,2020-12-31,83,3406143,50.2,3678919,54.3,287557,287556,0,0,0,2425000,0,0,296,0,0
3865,In Compliance,Notre Dame Catholic Parish,2190 S Sheridan Blvd,80219,1968,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,60383,2020-12-31,83,3071575,50.9,3353254,55.5,176192,176192,0,0,0,2470410,0,0,233.7,0,0
3594,In Compliance,Kepner,911 Hazel Ct.,80219,1951,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,154106,2020-12-31,43,12850199,83.4,14077897,91.4,729250,661305,67945,0,67945,10362000,0,0,934.9,0,0
4473,In Compliance,Ash Grove,1700 S. Holly St.,80222,1953,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,46522,2020-12-31,58,2527989,54.3,2697700,58,211654,211653,0,0,0,1805827,0,0,219,0,0
4061,In Compliance,Lowry Elementary,8001 East Cedar Avenue,80230,2001,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,81405,2020-12-31,40,5731325,70.4,5871505,72.1,840115,726974,113141,0,113141,2864854,0,0,574.9,0,0
2895,Not Submitted,Good Shepherd Catholic Parish,620 Elizabeth St,80206,1941,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,79951,2020-12-31,59,5956620,74.5,6178050,77.3,500768,500768,0,0,0,4248000,0,0,516.8,0,0
3614,In Compliance,Delgado,3201 W. Arizona Ave.,80219,1956,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,113519,2020-12-31,22,10100097,89,10758725,94.8,726582,726582,0,0,0,7621000,0,0,827.3,0,0
5730,In Compliance,Jacobs Building - Highline Academy/Kipp Montbello,19451 East Maxwell Place,80249,2014,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,84485,2020-12-31,66,3500462,41.4,3564903,42.2,764880,764880,0,0,0,890691,0,0,492.1,0,0
2521,In Compliance,Polaris at Ebert,410 Park Avenue West,80205,1924,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,55250,2020-12-31,21,5042404,91.3,5251613,95.1,373213,373213,0,0,0,3769000,0,0,417.2,0,0
3610,In Compliance,Force Elementary,1550 South Wolff Street,80219,1955,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,74152,2020-12-31,71,5274923,71.1,5793936,78.1,212756,212756,0,0,0,4549000,0,0,365.3,0,0
1044,In Compliance,Dennis Campus Building #3,"4800 Telluride Street, Bldg #3",80249,2010,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,36694,2020-12-31,97,713378,19.4,730826,19.9,171691,171691,0,0,0,127569,0,0,106.6,0,0
6004,In Compliance,Escalante-Biggs Academy,5300 Crown Boulevard,80239,2011,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,35430,2020-12-31,90,942113,26.6,947936,26.8,235185,235185,0,0,0,139663,0,0,144.2,0,0
3950,In Compliance,The Logan School,1005 Yosemite St,80230,1977,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,52000,2020-12-31,32,4464985,85.9,4613772,88.7,428800,428800,0,0,0,3001919,0,0,408.8,0,0
6102,In Compliance,McGlone Cottage,13399 E Albrook Drive,80239,2014,Portfolio Manager,Building,K-12 School,K-12 School,INDUSTRIAL - SCHOOL,DPS,25516,2020-12-31,66,1513118,59.3,1540728,60.4,138951,138951,0,0,0,1039016,0,0,136,0,0
1126,In Compliance,King (MLK),19535 E. 46th Ave.,80249,1984,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,203487,2020-12-31,91,7543845,37.1,7706997,37.9,1004351,845288,159063,0,159063,4117000,0,0,710.2,0,0
3870,In Compliance,Sabin World,3050 South Vrain Street,80236,1958,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,91311,2020-12-31,82,4707705,51.6,5146643,56.4,212692,212692,0,0,0,3982001,0,0,335.2,0,0
1045,In Compliance,Dennis Campus Building #4,"4800 Telluride Street, Bldg #4",80249,2010,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,41740,2020-12-31,96,826911,19.8,840714,20.1,223147,223147,0,0,0,65534,0,0,133.2,0,0
3639,In Compliance,Godsman Elementary,2120 West Arkansas Avenue,80223,1958,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,82985,2020-12-31,87,4071368,49.1,4427977,53.4,275313,275313,0,0,0,3132000,0,0,326.4,0,0
3953,In Compliance,SBPS-Commons,350 Quebec St,80230,1940,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,32128,2020-12-31,12,4036813,125.6,4015629,125,264684,264684,0,0,0,3133713,0,0,320.3,0,0
3561,In Compliance,St Rose of Lima Catholic School,1339 W Dakota Ave,80223,1955,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,32900,2020-12-31,83,1740522,52.9,1918347,58.3,84561,84561,0,0,0,1452000,0,0,126.3,0,0
3620,In Compliance,Schenck (CMS),1300 South Lowell Boulevard,80219,1958,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,80872,2020-12-31,62,4635972,57.3,5081043,62.8,319746,319746,0,0,0,3544999,0,0,374.2,0,0
3063,In Compliance,Del Pueblo Elementary,750 Galapago Street,80204,1994,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,65199,2020-12-31,52,4367131,67,4420575,67.8,521769,521769,0,0,0,2586854,0,0,440.8,0,0
3863,In Compliance,College View Elementary,2675 South Decatur Street,80219,1939,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,51746,2020-12-31,19,5386568,104.1,5819849,112.5,549697,510199,39498,0,39498,3511001,0,0,483.1,0,0
3526,In Compliance,St. John's Church and School,700 S Franklin St,80209,1959,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,68213,2020-12-31,67,4299050,63,4651292,68.2,407400,407400,0,0,0,2909000,0,0,391.4,0,0
1794,In Compliance,Swigert,3480 Syracuse Street,80238,2011,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,103646,2020-12-31,91,3708263,35.8,3796109,36.6,462000,462000,0,0,0,2131919,0,0,381.9,0,0
1802,In Compliance,Hallett,2950 Jasmine Street,80207,1951,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,60912,2020-12-31,53,4494853,73.8,4673958,76.7,188409,188409,0,0,0,3852000,0,0,314.2,0,0
2376,In Compliance,Cheltenham Elementary,1580 Julian Street,80204,1970,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,80599,2020-12-31,63,5209009,64.6,5316836,66,450855,450855,0,0,0,3670691,0,0,457.1,0,0
4947,In Compliance,Kaiser Elementary,4500 South Quitman Street,80236,1973,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,70448,2020-12-31,65,4285041,60.8,4612639,65.5,416777,416776,0,0,0,2863000,0,0,394.4,0,0
5725,In Compliance,Lena Archuleta Elementary,16000 East Maxwell Place,80239,2002,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,67813,2020-12-31,72,3024326,44.6,3079159,45.4,508888,508888,0,0,0,1288000,0,0,364.3,0,0
1068,In Compliance,Greenwood,5130 Durham Court,80239,2001,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,75996,2020-12-31,55,5144842,67.7,5268402,69.3,645909,499725,146184,0,146184,2941000,0,0,446.8,0,0
1793,In Compliance,Westerly Creek Elementary School,8800 East 28th Avenue,80238,2003,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,81728,2020-12-31,61,4397763,53.8,4504880,55.1,628301,628301,0,0,0,2254000,0,0,485.1,0,0
5201,In Compliance,Byers,150 S. Pearl St.,80209,1921,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,110849,2020-12-31,92,2940803,26.5,2964840,26.7,744644,744644,0,0,0,400077,0,0,454.2,0,0
2939,In Compliance,Morey,840 E. 14th Ave.,80218,1921,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,130669,2020-12-31,44,11672605,89.3,12146447,93,651701,651701,0,0,0,9449000,0,0,880.8,0,0
3517,In Compliance,Steele,320 South Marion Parkway,80209,1913,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,64265,2020-12-31,49,4191054,65.2,4566984,71.1,320356,320356,0,0,0,3098000,0,0,350.8,0,0
1307,In Compliance,Conservatory Green/High Tech Elementary,8499 East Stoll Place,80238,2014,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,116245,2020-12-31,55,5753638,49.5,5885217,50.6,736094,736094,0,0,0,3242085,0,0,600.2,0,0
5726,In Compliance,Isabella Bird,2701 North Lima Street,80238,2013,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,93512,2020-12-31,86,4143709,44.3,4257960,45.5,442765,442765,0,0,0,2632996,0,0,397.3,0,0
1151,In Compliance,John Amesse Elementary,5440 Scranton Street,80239,1973,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,70740,2020-12-31,53,5100898,72.1,5298637,74.9,460990,460990,0,0,0,3528000,0,0,455.4,0,0
2259,In Compliance,Bryant Webster,3635 Quivas Street,80211,1930,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,64800,2020-12-31,79,3919755,60.5,4040426,62.4,188381,188381,0,0,0,3277000,0,0,283.6,0,0
6101,In Compliance,Stapleton Park Street School 1,5677 N. Galena,80238,2018,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,121237,2020-12-31,97,4715053,38.9,4852641,40,488275,197470,290805,0,290805,3049058,0,0,276.8,0,0
3800,In Compliance,Denver Waldorf Denver ID 3800,2100 S Pennsylvania,80210,1952,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,82431,2020-12-31,97,3474988,42.2,3815744,46.3,232412,232411,0,0,0,2682000,0,0,277.6,0,0
3642,In Compliance,Schmitt Elementary,1820 South Vallejo Street,80223,1955,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,58696,2020-12-31,21,6273974,106.9,6888440,117.4,202513,202513,0,0,0,5583000,0,0,414.3,0,0
2207,In Compliance,Gilpin,2949 California Street,80205,1951,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,82164,2020-12-31,64,6168430,75.1,6426250,78.2,199423,60735,138688,0,138688,5488000,0,0,326.8,0,0
3676,In Compliance,South High,1700 E. Louisiana Avenue,80210,1926,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,323143,2020-12-31,91,18398504,56.9,20268124,62.7,769656,624994,144662,0,144662,15772436,0,0,1201.2,0,0
2977,In Compliance,Dora Moore,846 Corona Street,80218,1889,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,87021,2020-12-31,82,4771897,54.8,4964373,57,254073,254073,0,0,0,3905000,0,0,355.1,0,0
2304,In Compliance,North,2960 N. Speer Blvd.,80211,1911,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,467686,2020-12-31,90,20661726,44.2,20996282,44.9,2257634,2257634,0,0,0,12958678,0,0,2001,0,0
3398,In Compliance,St Francis de Sales,235 S Sherman St.,80209,1923,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,45811,2020-12-31,100,464342,10.1,495845,10.8,62556,62556,0,0,0,250900,0,0,49.7,0,0
4453,In Compliance,Ellis Elementary,1651 South Dahlia Street,80222,1956,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,74225,2020-12-31,62,4786370,64.5,5270093,71,206146,206146,0,0,0,4083000,0,0,336.7,0,0
4781,In Compliance,Thomas Jefferson HS,3950 S. Holly St.,80237,1960,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,264719,2020-12-31,91,14026019,53,15056589,56.9,994232,850373,143859,0,143859,10633700,0,0,1059.3,0,0
3573,In Compliance,Goldrick Elementary,1050 South Zuni Street,80223,1952,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,63852,2020-12-31,74,4330735,67.8,4755354,74.5,193944,193944,0,0,0,3669000,0,0,307.6,0,0
2135,In Compliance,Mitchell Elementary,1350 East 33rd Ave.,80205,1994,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,66719,2020-12-31,89,2323789,34.8,2401401,36,269868,261684,8184,0,8184,1403000,0,0,226.7,0,0
3625,In Compliance,Johnson Elementary,1850 South Irving Street,80219,1952,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,53682,2020-12-31,48,4872754,90.8,5389014,100.4,147349,48784,98564,0,98564,4370000,0,0,260.5,0,0
3162,In Compliance,Greenlee Elementary,1150 Lipan Street,80204,1950,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,70507,2020-12-31,64,4894817,69.4,5051088,71.6,207449,207449,0,0,0,4187000,0,0,343,0,0
3553,In Compliance,Lincoln Elementary,710 South Pennsylvania Street,80209,1904,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,57362,2020-12-31,75,3129360,54.6,3429612,59.8,156612,156612,0,0,0,2595000,0,0,228.9,0,0
2098,In Compliance,Randolph,3955 Steele St.,80205,2002,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,151620,2020-12-31,82,6414069,42.3,6525547,43,1004123,868292,135831,0,135831,2988000,0,0,663.6,0,0
4001,In Compliance,Whiteman - Denver Language School,451 Newport Street,80220,1954,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,64121,2020-12-31,57,5941767,92.7,6180280,96.4,221209,221209,0,0,0,5187000,0,0,404.1,0,0
5742,In Compliance,Groff Campus,18250 E. 51st Ave.,80249,2015,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,152942,2020-12-31,70,7364460,48.2,7571329,49.5,719417,719417,0,0,0,4909809,0,0,679.1,0,0
2129,In Compliance,Barrett Elementary,2900 Richard Allen Court,80205,1960,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,43415,2020-12-31,90,2029091,46.7,2118998,48.8,96158,96158,0,0,0,1701000,0,0,146.3,0,0
3825,In Compliance,Rosedale Elementary,2330 South Sherman Street,80210,1924,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,43168,2020-12-31,100,114083,2.6,114083,2.6,33436,33436,0,0,0,0,0,0,19.4,0,0
1840,In Compliance,Ashley Elementary,1914 Syracuse Street,80220,1929,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,54264,2020-12-31,26,5481278,101,5689183,104.8,226635,226635,0,0,0,4708000,0,0,381.8,0,0
2797,In Compliance,East,1600 City Park Esplanade,80206,1925,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,317053,2020-12-31,55,23909796,75.4,24869376,78.4,1402770,1263688,139082,0,139082,19123546,0,0,1750.5,0,0
3367,In Compliance,DCIS,574 W. 6th Ave.,80204,1957,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,148422,2020-12-31,91,5619009,37.9,5788885,39,388338,310171,78167,0,78167,4294000,0,0,408.4,0,0
3864,In Compliance,Kunsmiller,2250 S. Quitman Way,80219,1957,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,160162,2020-12-31,93,7251940,45.3,7960557,49.7,412351,412350,0,0,0,5845000,0,0,550.2,0,0
5475,In Compliance,Carson Elementary,5420 East 1st Avenue,80220,1950,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,51756,2020-12-31,39,4587488,88.6,4789742,92.5,188303,188303,0,0,0,3945000,0,0,319,0,0
3644,In Compliance,McKinley Thatcher,1230 South Grant Street,80210,1978,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,40761,2020-12-31,50,2734197,67.1,2894237,71,356639,356639,0,0,0,1517346,0,0,288,0,0
5308,In Compliance,Crofton,2409 Arapahoe Street,80205,1919,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,43651,2020-12-31,42,3140350,71.9,3251968,74.5,262412,262412,0,0,0,2245000,0,0,271.8,0,0
5737,In Compliance,Joe Shoemaker,3333 South Havana Street,80231,2015,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,85063,2020-12-31,63,5147231,60.5,5276429,62,578263,529187,49076,0,49076,3174198,0,0,476.3,0,0
1121,In Compliance,CAE Building,4501 Airport Way,80249,2003,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,45355,2020-12-31,36,2681458,59.1,2725771,60.1,513069,513068,0,0,0,930868,0,0,347.8,0,0
4774,In Compliance,Samuels,3985 South Vincennes Court,80237,1973,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,65324,2020-12-31,43,4802359,73.5,5135202,78.6,533224,533224,0,0,0,2983000,0,0,468.5,0,0
1035,In Compliance,Waller,21601 E. 51st Place,80249,2006,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,112253,2020-12-31,68,6550263,58.4,6666609,59.4,816021,683999,132022,0,132022,3766000,0,0,597.7,0,0
5257,In Compliance,Lake,1820 Lowell Blvd.,80204,1926,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,167942,2020-12-31,70,11498037,68.5,11794384,70.2,559797,559797,0,0,0,9588009,0,0,834.8,0,0
3216,In Compliance,Fairview Elementary,2715 West 11th Avenue,80204,1924,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,58421,2020-12-31,76,3110483,53.2,3193682,54.7,221420,221420,0,0,0,2355000,0,0,253.8,0,0
3703,In Compliance,Merrill,1551 S. Monroe St.,80210,1953,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,128209,2020-12-31,92,4662687,36.4,5080577,39.6,314868,314868,0,0,0,3588357,0,0,373.7,0,0
5735,In Compliance,Sandoval Campus Bldg #3,5450 Central Park Blvd,80238,2015,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,39597,2020-12-31,2,5827652,147.2,5993353,151.4,822741,822741,0,0,0,3020459,0,0,638.8,0,0
2126,In Compliance,Columbine Elementary,2540 East 29th Avenue,80205,1959,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,56113,2020-12-31,75,3348094,59.7,3477197,62,249148,249148,0,0,0,2498000,0,0,277.5,0,0
4934,In Compliance,Mullen High School - Spirit Center,3601 South Lowell Blvd,80236,2004,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,47595,2020-12-31,80,2504993,52.6,2605761,54.7,453738,453738,0,0,0,956839,0,0,314.7,0,0
2734,In Compliance,Whittier,2480 Downing Street,80205,1994,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,51544,2020-12-31,61,3335892,64.7,3457671,67.1,235314,235314,0,0,0,2533000,0,0,271.4,0,0
3568,In Compliance,Rishel Campus,451 South Tejon Street,80223,1957,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,150142,2020-12-31,81,7159816,47.7,7752898,51.6,458394,458393,0,0,0,5595777,0,0,563.8,0,0
4474,In Compliance,Place Bridge Academy,7125 Cherry Creek N. Drive,80224,1971,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,171950,2020-12-31,93,7769841,45.2,8285997,48.2,967912,68573,899339,0,899339,4467326,0,0,277.2,0,0
4329,In Compliance,Denver Green School @ Fallis,6700 East Virginia Avenue,80224,1960,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,53370,2020-12-31,83,4445602,83.3,4862638,91.1,194850,66191,128659,0,128659,3780774,0,0,239.3,0,0
5728,In Compliance,Dennis Campus Building #6,"4800 Telluride Street, Bldg #6",80249,2011,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,31135,2020-12-31,46,2037836,65.5,2101499,67.5,367344,367344,0,0,0,784458,0,0,255.3,0,0
3995,In Compliance,Hill,451 Clermont St.,80220,1955,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,156898,2020-12-31,60,9946286,63.4,10344830,65.9,557230,557230,0,0,0,8045017,0,0,751.3,0,0
2875,In Compliance,Teller,1150 Garfield Street,80206,1920,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,65993,2020-12-31,63,3677369,55.7,3824502,58,302863,302863,0,0,0,2644000,0,0,316.5,0,0
4601,In Compliance,Bradley International School,3051 South Elm Street,80221,1953,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,73120,2020-12-31,45,5791421,79.2,5962160,81.5,188576,188576,0,0,0,5148000,0,0,383.1,0,0
3957,In Compliance,Ability Connection Colorado,801 Yosemite Ste,80230,2007,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,74927,2020-12-31,47,4004016,53.4,4048938,54,876452,876451,0,0,0,1013563,0,0,563.5,0,0
1670,In Compliance,McGlone Elementary,4500 Crown Boulevard,80239,1994,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,65679,2020-12-31,66,3496076,53.2,3590061,54.7,424993,424993,0,0,0,2046000,0,0,355.8,0,0
1042,In Compliance,Dennis Campus Building #1,"4800 Telluride Street, Bldg #1",80249,2010,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,83833,2020-12-31,97,2896510,34.6,2910206,34.7,745451,315914,429537,0,429537,353031,0,0,202.4,0,0
5724,In Compliance,1825 S. Federal,1825 S. Federal,80219,1974,Portfolio Manager,Building,K-12 School,K-12 School,,DPS,25165,2020-12-31,78,1240673,49.3,1343254,53.4,104045,104045,0,0,0,885672,0,0,107.5,0,0
3925,In Compliance,Bldg. 5,2701 S York St,80210,2015,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,37225,2020-12-31,47,3107738,83.5,3338975,89.7,328656,328655,0,0,0,1986366,0,0,296.6,0,0
3997,In Compliance,Graland Country Day School,55 Clermont St.,80220,1960,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,160479,2020-12-31,74,9276032,57.8,9635609,60,902880,902880,0,0,0,6195405,0,0,854.1,0,0
3996,In Compliance,Steck,450 Albion Street,80220,1930,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,43156,2020-12-31,74,2489284,57.7,2596580,60.2,131678,131678,0,0,0,2040000,0,0,184.9,0,0
2096,In Compliance,Swansea,4650 Columbine Street,80216,1976,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,66004,2020-12-31,54,4410092,66.8,4503771,68.2,456064,456064,0,0,0,2854000,0,0,416.8,0,0
3062,In Compliance,West HS,951 Elati Street,80204,1925,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,293017,2020-12-31,74,17311684,59.1,17706248,60.4,1400052,1400052,0,0,0,12534708,0,0,1479.8,0,0
1818,In Compliance,Denver School of the Arts (DSA),7111 Montview Blvd.,80220,2003,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,202718,2020-12-31,78,8758270,43.2,9008229,44.4,1236304,1236304,0,0,0,4540000,0,0,960,0,0
2305,In Compliance,Valdez,2525 West 29th Avenue,80211,1974,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,78766,2020-12-31,54,5066180,64.3,5159109,65.5,561813,561812,0,0,0,3149276,0,0,493.9,0,0
3232,In Compliance,Cowell Elementary,4540 West 10th Avenue,80204,1954,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,57795,2020-12-31,64,4076095,70.5,4194939,72.6,216372,90995,125377,0,125377,3337833,0,0,230.2,0,0
2123,In Compliance,Harrington,2401 East 37th Avenue,80205,1993,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,66652,2020-12-31,81,3589623,53.9,3689525,55.4,347486,271490,75996,0,75996,2404000,0,0,285.5,0,0
5279,In Compliance,DSST Stapleton,2000 Valentia St.,80238,2003,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,108002,2020-12-31,48,5459850,50.6,5539581,51.3,1231588,1231588,0,0,0,1257672,0,0,782.9,0,0
2823,In Compliance,Henry,3005 S. Golden Way,80227,1975,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,133453,2020-12-31,69,7187443,53.9,7707201,57.8,869331,869331,0,0,0,4221286,0,0,729.7,0,0
4555,In Compliance,Highline Academy Charter School,2170 S Dahlia St,80222,1969,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,,39787,2020-12-31,79,1833112,46.1,1922847,48.3,294501,294501,0,0,0,828274,0,0,215.2,0,0
4332,In Compliance,George Washington High School,655 South Monaco Parkway,80224,1960,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,347465,2020-12-31,85,18596126,53.5,20050913,57.7,1426180,1426180,0,0,0,13730000,0,0,1558.5,0,0
2005,In Compliance,Horace Mann,4130 Navajo Street,80211,1931,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,142973,2020-12-31,61,8661484,60.6,8951263,62.6,378173,378173,0,0,0,7371158,0,0,611.4,0,0
5733,In Compliance,Remington (Strive Prep - Sunnyside),4735 Pecos St,80211,1954,Portfolio Manager,Building,K-12 School,K-12 School,Industrial,DPS,50167,2020-12-31,31,4199558,83.7,4321947,86.2,165169,165169,0,0,0,3636000,0,0,289.2,0,0
4679,In Compliance,Holm Elementary,3185 South Willow Street,80231,1973,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,59546,2020-12-31,51,4434015,74.5,4574756,76.8,389600,389600,0,0,0,3104699,0,0,391.4,0,0
3702,In Compliance,Cory Elementary,1550 South Steele Street,80210,1950,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,48067,2020-12-31,51,3829703,79.7,4238461,88.2,126818,126818,0,0,0,3397000,0,0,254.2,0,0
1698,In Compliance,Howell,14250 E. Albrook Drive,80239,2006,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,110450,2020-12-31,55,6403769,58,6548363,59.3,965349,965348,0,0,0,3110000,0,0,726.5,0,0
1799,In Compliance,Smith,3590 Jasmine Street,80207,1954,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,70945,2020-12-31,74,4050923,57.1,4245709,59.8,170259,170259,0,0,0,3470000,0,0,283.3,0,0
4681,In Compliance,Hamilton,8600 E. Dartmouth Ave.,80231,1967,Portfolio Manager,Building,K-12 School,K-12 School,Institutional,DPS,185230,2020-12-31,66,10310100,55.7,10723564,57.9,697040,697040,0,0,0,7931799,0,0,826.6,0,0
